"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle","attack_angle","attack_direction","swing_path_tilt","rate_ideal_attack_angle","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
29,621366,"Borucki, Ryan",598,4.8,0.5,0.5,0.5,1,0.626,0.518,0.557,1,2,100,4,2251,87.3,87.37,1,5,24,0.10000000000000853,6.48,110,149,116,148,300,318,293,"-0.429","0.429","69.4","7.5",2,2,0,1,0,0,0,0,0,0,2.71069,0.34679,0.41179,-0.01679,"94.0",160,100,0,0,5.61,1.87,0.11,2.12,0.5,0,"1.479310345",0.557,0.627,"-1.479310345",-0.057,-0.05700000000000005,0.373,0.108,20,"27.1",9.161790157069051,1.7344946441946907,35.02711713348403,0.4,35.12141002643297,27.612460030454255
29,669060,"Wilson, Bryse",854,3.4,0.6,0.6,0.6,1.2,0.744,0.511,0.514,3,5,90.4,26.6,2127,88.1,88.2,2,10,19,0.10000000000000853,6.4,114,146,117,144,292,315,294,"-1.691","1.691","68.8","6.7",5,5,1,1,1,0,0,0,0,0,2.37483,0.61207,0.31724,-0.62828,"92.6",211,40,0,0,5.91,-2.77,-0.23,2.51,0.6,0,"5.831034483",0.514,0.663,"-5.831034483",0.086,0.08599999999999997,0.537,0.233,20,"40.3",1.4653925809645556,11.240618383933114,35.17735277643922,0.3333333333333333,37.912784547445774,25.088867831089527
29,543056,"Coulombe, Danny",720,4,1,0,1,1,0.882,0.401,0.445,1,1,99.6,1,2427,87.3,86.94,2,12,17,-0.3999999999999915,6.03,111,151,109,148,297,324,289,"-0.224","0.224","71.4","7.5",1,1,1,0,0,0,0,0,0,0,2.12897,0.88,0.12207,0.03103,"91.3",109,100,0,0,6.09,-0.57,-0.54,2.2,1,0,"0.772413793",0.445,0.477,"-0.772413793",0.555,0.5549999999999999,0.523,0.481,16.7,"57.0",9.434631338326156,-3.5660247057498107,35.6429966464503,0.5,31.972320908565482,29.44371170824427
29,641329,"Baker, Bryan",1102,2.6,,,,,,,,,,,,2295,93.5,93.86,4,9,20,0.4000000000000057,6.4,112,149,114,150,300,324,297,"0.45","-0.45","68.8","7.0",,,,,,,,,,,1.5369,1.07552,0.12586,-0.20862,"88.0",161,,,,6.58,-0.76,-0.27,2.63,,,"-1.551724138",,,"1.551724138",,,,,44.4,"54.0",5.712256657479564,9.59747130550361,30.737765392173195,0.1111111111111111,40.21208057778433,22.002627601017004
28,669724,"Hanifee, Brenan",955,2.9,0.333,1,0,1.333,0.679,0.528,0.416,1,3,90.3,1.3,2120,92.9,92.58,1,10,18,-0.30000000000001137,6.05,117,148,114,148,299,331,294,"-1.466","1.466","69.1","7.2",3,3,0,0,0,1,0,0,0,0,2.27571,0.37393,0.79107,0.26893,"90.0",202,33.33333333333333,33.33333333333333,33.33333333333333,5.47,-2.69,-0.11,2.41,0.333,1,"5.235714286",0.416,0.827,"-5.235714286",-0.083,-0.08299999999999996,0.506,0.151,10,"31.6",7.737460701522004,14.336301977208501,30.367863130379106,0.4,37.07055401657529,22.07952837172407
28,806188,"Gibson, Cade",917,3.1,0.333,0.167,0.333,0.5,0.356,0.16,0.163,2,6,72.3,4.8,2576,84.5,83.57,2,10,18,-0.9000000000000057,5.9,104,147,109,145,303,314,291,"-0.498","0.498","68.9","6.7",6,6,1,1,0,0,0,0,0,0,3.46357,-0.19,0.20821,0.31036,"89.0",125,16.666666666666664,0,0,5.87,1.36,-0.1,2.17,0.333,0,"1.778571429",0.163,0.206,"-1.778571429",0.17,0.17,0.294,0.196,20,"36.1",6.851137929862714,7.904769015162726,35.33252429989575,0.25,34.0285431161002,25.592275484224842
28,642152,"Trivino, Lou",843,3.3,0.4,0,0.4,0.4,0.353,0.357,0.379,2,5,63.4,9.8,2229,90.2,90.34,1,8,20,0.09999999999999432,6.34,110,149,114,149,291,321,295,"0.199","-0.199","68.7","7.2",5,5,2,0,0,0,0,0,0,0,2.09571,0.74143,0.19444,0.02111,"88.0",161,0,0,0,6.2,-1.24,0.09,2.63,0.4,0,"-0.710714286",0.379,0.432,"0.710714286",0.021,0.02100000000000002,-0.032,-0.004,12.5,"36.3",9.093129739264038,4.661828078404166,34.63121036980377,0.6666666666666666,39.48008042777498,25.822133381425672
27,570632,"Ureña, José",938,2.9,0.4,0.2,0.4,0.6,0.427,0.574,0.552,2,5,94,12.2,1997,92.6,92.06,1,11,16,-0.5,6.19,112,150,121,150,305,325,298,"-0.276","0.276","73.2","7.6",5,5,1,1,0,0,0,0,0,0,1.87815,0.81741,1.16296,-0.10741,"93.9",147,60,0,0,5.64,-2.89,-0.13,2.22,0.4,0,"1.022222222",0.552,0.784,"-1.022222222",-0.152,-0.15200000000000002,-0.184,-0.147,9.1,"29.5",10.763834058413408,-1.8939650906289724,34.69226240263528,0.45454545454545453,36.330861128241764,28.487096953841753
27,621383,"Banks, Tanner",1088,2.5,,,,,,,,0,0,34.4,-5,2239,88,86.96,3,7,20,-1,5.64,112,149,115,149,297,326,289,"0.249","-0.249","73.9","7.2",1,1,0,0,0,0,0,0,0,0,2.30519,0.67,-0.05963,0.15,"88.0",151,0,0,0,6.44,2.64,0.24,2.78,,0,"-0.922222222",,,"0.922222222",,,,,42.9,"48.1",5.047278944125568,7.840631576550395,34.96132260571121,0.5,39.04360605097496,23.241881346518383
27,571948,"Milner, Hoby",1170,2.3,0,0,0,0,0,0.302,0.325,0,2,88.1,2,1842,83.6,83.64,0,3,24,0,6.66,115,148,105,149,296,319,296,"0.834","-0.834","69.1","6.4",2,2,0,0,0,0,0,0,0,0,3.35889,-0.02885,0.32185,0.29593,"93.1",113,50,0,0,4.22,4.31,0.32,2.36,0,0,"-3.088888889",0.325,0.362,"3.088888889",-0.325,-0.325,-0.362,-0.302,0,"-5.2",5.483496569459414,4.481739150028165,38.92140643204742,0.3333333333333333,27.005238983917636,28.77101915462154
27,663671,"Enright, Nic",532,5.1,0.5,0,0.5,0.5,0.441,0.263,0.286,1,2,97.8,-8.5,2515,90,90.18,2,9,18,0.20000000000000284,6.47,106,147,113,147,296,318,296,"-0.162","0.162","69.3","7.0",2,2,1,0,0,0,0,0,0,0,1.73926,1.10074,0.09481,0.02963,"91.3",107,100,0,0,6.23,-1.41,0.77,2.5,0.5,0,"0.6",0.286,0.344,"-0.6",0.214,0.21400000000000002,0.156,0.178,22.2,"54.4",7.173604105753985,1.3381499527290566,34.544744571136604,0.125,34.17547121608906,26.981296550488025
27,657514,"Bernardino, Brennan",855,3.2,0.25,0.25,0.25,0.5,0.313,0.165,0.161,1,4,74.4,-12.3,2285,86.3,84.97,2,8,19,-1.2999999999999972,5.57,110,148,111,146,280,319,295,"0.199","-0.199","70.1","7.2",4,4,0,1,0,0,0,0,0,0,2.76148,0.33407,0.25815,-0.00111,"89.4",95,25,0,0,5.09,3.12,-0.45,2.11,0.25,0,"-0.737037037",0.161,0.221,"0.737037037",0.089,0.089,0.279,0.148,25,"18.1",7.195619815245039,4.906702897215387,35.55314023489129,0.625,34.082322364056516,26.649538091869314
27,676755,"Mattson, Isaac",786,3.4,0,0,0,0,0,0.193,0.201,0,4,86.9,35.2,2327,92.2,92.82,1,9,18,0.5999999999999943,6.72,110,148,111,149,295,310,293,"1.462","-1.462","69.5","6.7",5,5,0,0,0,0,0,0,0,0,1.25481,1.4463,0.63222,0.04259,"92.5",194,40,0,0,6.08,-1.34,-0.23,2.86,0,0,"-5.414814815",0.163,0.352,"5.414814815",-0.201,-0.163,-0.352,-0.193,11.1,"49.9",4.573952840576759,10.796884134968806,29.14718540806103,0.4444444444444444,35.47173679910149,20.080504229540907
27,669020,"Rolison, Ryan",678,4,0.333,1,0,1.333,0.679,0.759,0.43,1,3,94.5,20,2515,87.6,88.54,3,9,18,0.9000000000000057,6.44,112,150,118,147,305,336,305,"-1.648","1.648","74.8","7.3",3,3,0,0,0,1,0,0,0,0,2.81556,0.15296,-0.16333,0.13296,"93.3",125,66.66666666666666,33.33333333333333,33.33333333333333,5.96,2.01,-0.03,2.23,0.333,1,"6.103703704",0.43,1.452,"-6.103703704",-0.097,-0.09699999999999998,-0.119,-0.08,33.3,"48.5",7.015921567155932,3.4566499473512637,34.402834230981114,0.6666666666666666,34.092438967931045,29.39598035994589
27,667463,"King, John",782,3.5,0.25,0,0.25,0.25,0.221,0.278,0.233,1,4,92.7,-3.5,2222,90.2,89.77,3,10,17,-0.4000000000000057,6,116,149,115,149,300,322,298,"0.538","-0.538","72.3","7.4",4,4,1,0,0,0,0,0,0,0,2.62519,0.18667,0.96185,-0.07741,"90.8",117,50,0,0,5.57,1.95,0.29,2.22,0.25,0,"-1.992592593",0.233,0.418,"1.992592593",0.017,0.016999999999999987,-0.168,-0.057,30,"28.6",10.369444882858833,5.689514145275329,35.55100538952931,0.2222222222222222,36.363942028835005,24.620322569173993
26,668390,"Winn, Cole",627,4.1,0.333,0,0.333,0.333,0.294,0.275,0.293,1,3,102,12.7,2388,93.8,94.62,4,10,16,0.7999999999999972,6.79,108,150,112,150,301,322,297,"0.063","-0.063","74.1","7.4",3,3,1,0,0,0,0,0,0,0,1.75577,0.84308,0.5896,0.124,"95.0",182,100,0,0,5.4,-1.81,-0.03,2.32,0.333,0,"-0.242307692",0.293,0.357,"0.242307692",0.04,0.040000000000000036,-0.024,0.019,40,"35.9",8.491496353950536,-3.2829243059803246,32.09230373498684,0.4,37.287829196212925,30.039756182644997
26,689147,"Kerkering, Orion",1083,2.4,0,0,0,0,0,0.264,0.289,0,3,92.5,-5,2597,93.4,93.24,3,9,17,-0.20000000000000284,6.31,112,149,116,149,294,315,288,"-0.247","0.247","69.3","7.5",3,3,0,0,0,0,0,0,0,0,1.87192,0.77346,0.31308,0.46308,"93.2",33,50,0,0,5.72,-1.61,-0.07,2.25,0,0,"0.95",0.289,0.321,"-0.95",-0.289,-0.289,-0.321,-0.264,33.3,"31.2",8.336293489466499,1.000645198241883,31.175790516225153,0.625,39.120303202828644,25.471481261052237
26,605177,"Chafin, Andrew",614,4.2,,,,,,,,,,,,2105,88.7,88.9,2,6,20,0.20000000000000284,6.52,110,149,118,149,303,324,302,"0.528","-0.528","75.0","7.6",,,,,,,,,,,1.915,1.00654,0.9848,-0.3616,"88.7",152,,,,6.63,1.93,0.17,2.2,,,"-2.030769231",,,"2.030769231",,,,,33.3,"52.9",13.20177150242636,-9.379778986985311,33.07174124209651,0.3333333333333333,32.725574380850915,38.63459130801301
26,605452,"Ross, Joe",863,3,,,0,,0,0.068,,0,0,94.4,40,2092,93.2,94.07,0,6,20,0.8999999999999915,6.73,115,147,120,147,296,322,292,"0.333","-0.333","62.7","6.3",1,1,0,0,0,0,0,0,0,0,1.88269,0.74423,0.49231,-0.02308,"91.5",186,0,0,0,5.84,-2.16,-0.13,2.84,0,0,"-1.280769231",0.039,,"1.280769231",,-0.039,,-0.068,0,"34.7",8.43931778693571,-3.4271055233937613,28.656494912750503,0.5,34.958419405005536,28.221608895050053
26,829272,"Ogasawara, Shinnosuke",674,3.9,0.6,0,0.6,0.6,0.529,0.378,0.395,3,5,95.6,19.2,2335,80.5,80.05,4,11,15,-0.5,6.21,112,150,123,148,301,322,295,"-1.089","1.089","72.7","8.0",5,5,3,0,0,0,0,0,0,0,3.62462,0.02962,0.18923,-0.10308,"94.2",170,40,0,0,5.67,1.55,-0.13,2.09,0.6,0,"4.188461538",0.395,0.483,"-4.188461538",0.205,0.20499999999999996,0.117,0.151,36.4,"48.2",16.10349274891582,-12.645065690973023,31.776351594750906,0.5454545454545454,41.24824187442831,39.568484056443936
26,623167,"Flexen, Chris",673,3.9,0.333,0,0.333,0.333,0.294,0.242,0.265,1,3,72.1,0,2321,88.5,88.24,0,9,17,-0.29999999999999716,6.18,114,150,111,151,296,318,291,"0.709","-0.709","63.6","6.8",3,3,1,0,0,0,0,0,0,0,2.02154,0.94308,-0.18231,-0.21923,"88.2",124,0,0,0,6.82,-0.74,0.04,2.63,0.333,0,"-2.726923077",0.265,0.281,"2.726923077",0.068,0.068,0.052,0.052,0,"65.6",10.039579777797915,-8.985320775694522,31.668754008165035,0.625,37.63665490894458,35.25888345330797
25,676879,"Ashby, Aaron",1033,2.4,0,0,0,0,0,0.129,0.143,0,1,102.5,-21,2321,91.6,89.86,3,7,18,-1.6999999999999886,5.27,116,152,123,151,309,328,297,"0.412","-0.412","74.4","7.3",1,1,0,0,0,0,0,0,0,0,2.8228,-0.0488,0.5996,-0.6684,"95.2",125,100,0,0,6.44,0.43,0.12,2.75,0,0,"-1.648",0.143,0.166,"1.648",-0.143,-0.143,-0.166,-0.129,42.9,"50.1",4.793391480736089,6.27335984887543,32.600110200353825,0.5714285714285714,37.855072737622294,24.046565643911112
25,641656,"Hamilton, Ian",642,3.9,0,0,0,0,0,0.173,0.187,0,4,76.3,-15.3,2172,95.1,93.81,0,10,15,-1.2999999999999972,5.69,113,146,121,148,292,319,286,"1.06","-1.06","67.7","6.9",4,4,0,0,0,0,0,0,0,0,1.7288,0.8104,1.2832,-0.0344,"92.7",113,25,0,0,5.9,-2.71,-0.29,2.17,0,0,"-4.24",0.187,0.199,"4.24",-0.187,-0.187,-0.199,-0.173,0,"35.6",4.413223537038824,3.1592977086602216,35.41917146466328,0.4444444444444444,33.35781872190895,24.773902680304378
25,663738,"Lynch IV, Daniel",1092,2.3,,,,,,,,,,,,2189,87.3,87.7,2,5,20,0.4000000000000057,6.52,107,148,115,150,297,316,293,"0.303","-0.303","67.0","7.0",,,,,,,,,,,2.6512,0.3652,0.3164,-0.2052,"88.0",176,,,,5.95,1.18,-0.03,2.48,,,"-1.212",,,"1.212",,,,,40,"39.3",4.804708745425334,6.706840991148346,35.38655510705995,0.6,40.95027816378083,24.604718818736707
25,682120,"Herrin, Tim",756,3.3,0,0,0,0,0,0.061,0.067,0,2,82.1,20.5,2353,91.6,92,2,7,18,0.4000000000000057,6.48,108,150,120,146,297,320,293,"0.892","-0.892","65.0","6.6",2,2,0,0,0,0,0,0,0,0,2.2688,0.4724,0.4612,0.0516,"88.0",130,0,0,0,5.69,1.89,0.09,2.33,0,0,"-3.568",0.067,0.067,"3.568",-0.067,-0.067,-0.067,-0.061,28.6,"29.5",4.033310312562367,-2.651140399872607,31.294678768488147,0.2857142857142857,36.53593070842686,29.999043164615752
25,620454,"Castillo, José",549,4.6,0.667,1.333,0.5,2,1.096,0.638,0.394,2,3,96.9,26,2124,91.9,91.84,0,5,20,-0.10000000000000853,6.32,112,150,119,148,301,325,297,"-1.89","1.89","69.5","7.1",3,3,0,1,0,1,0,0,0,0,2.222,0.51375,0.8828,-0.4052,"93.6",239,66.66666666666666,33.33333333333333,33.33333333333333,5.97,3.06,0.25,2.53,0.667,1,"7.56",0.394,1.169,"-7.56",0.273,0.273,0.831,0.458,0,"39.5",5.660119315249782,8.717076486439105,33.34007244575884,0.8,36.280592294768645,23.765620531610285
25,670329,"Garcia, Rico",589,4.2,0,0,0,0,0,0.053,0.059,0,1,72,-20,2387,90.4,89.7,5,9,16,-0.7000000000000028,5.97,113,151,119,149,300,325,299,"0.427","-0.427","72.3","8.2",1,1,0,0,0,0,0,0,0,0,1.8472,1.0125,0.5272,-0.1808,"88.0",142,0,0,0,5.99,-1.48,0.25,2.4,0,0,"-1.708",0.059,0.063,"1.708",-0.059,-0.059,-0.063,-0.053,55.6,"50.7",15.576612130104179,-14.256411045186635,30.57923884633689,0.625,43.204199326083256,37.95735249428807
25,682254,"Montgomery, Mason",859,2.9,0,0,0,0,0,0.351,0.389,0,2,92.9,1.5,2355,96.4,97.39,2,8,17,1,6.77,111,151,124,148,304,325,286,"0.937","-0.937","70.4","7.0",2,2,0,0,0,0,0,0,0,0,1.2396,1.2164,0.4284,-0.2292,"92.3",116,50,0,0,5.82,1.45,-0.42,2.69,0,0,"-3.748",0.389,0.423,"3.748",-0.389,-0.389,-0.423,-0.351,25,"52.1",3.7123218542485366,4.71755250191465,33.939887409789165,0.5,37.56322702860701,24.98334795636866
25,680742,"Bowlan, Jonathan",727,3.4,0.25,0.25,0.25,0.5,0.313,0.288,0.234,1,4,96.2,27.5,2332,89.8,90.32,2,10,15,0.5,6.58,113,150,125,151,296,326,297,"0.318","-0.318","68.3","7.2",4,4,0,1,0,0,0,0,0,0,2.3968,0.476,0.1468,0.2948,"92.2",276,25,25,25,6.21,-2.53,-0.06,2.44,0.25,1,"-1.272",0.234,0.456,"1.272",0.016,0.015999999999999986,0.044,0.025,20,"42.0",5.5130949381143,-0.7193936209338303,34.07408952210845,0.4,36.39675402706542,31.618049388383607
25,650893,"Cabrera, Génesis",720,3.5,,,,,,,,,,,,2101,88.9,88.38,6,9,16,-0.5,5.95,114,150,119,150,302,327,300,"0.206","-0.206","71.3","8.0",,,,,,,,,,,2.3808,0.5392,0.3888,-0.0992,"98.5",253,,,,5.97,1.61,0.11,2.14,,,"-0.824",,,"0.824",,,,,66.7,"44.1",23.20756756804092,-22.903128225609148,33.86553670885369,0.3333333333333333,34.88109328269701,42.95681021097723
25,543101,"DeSclafani, Anthony",637,3.9,0.333,0.667,0.2,1,0.548,0.371,0.271,2,6,83.8,10.5,2223,89.6,90.09,2,9,16,0.5,6.6,113,148,119,147,301,326,299,"-1.122","1.122","70.7","7.6",6,6,0,1,0,1,0,0,0,0,2.3412,0.54333,0.2668,0.01,"92.0",173,33.33333333333333,16.666666666666664,16.666666666666664,5.52,-1.97,0.42,2.19,0.333,1,"4.488",0.271,0.609,"-4.488",0.062,0.062,0.391,0.177,22.2,"36.6",11.997500551320197,-6.98749930386273,30.909591694270098,0.6666666666666666,37.09901419926265,36.67280952924497
24,657649,"Koenig, Jared",1047,2.3,,,,,,,,,,,,2248,93.8,93.36,3,5,19,-0.3999999999999915,6.21,107,150,117,150,309,325,300,"0.198","-0.198","68.2","7.4",,,,,,,,,,,1.68042,0.93625,1.10125,-0.41958,"88.0",209,,,,6.03,2.22,-0.23,2.17,,,"-0.825",,,"0.825",,,,,60,"34.2",10.802794929508865,1.6880320985440826,34.9733994941498,0.4,39.3218525993299,26.771999326646984
24,643410,"Leiter Jr., Mark",832,2.9,0.333,0,0.333,0.333,0.294,0.22,0.243,1,3,91.6,3.7,2096,87.1,87.6,2,10,14,0.5,6.69,110,150,121,151,294,323,291,"0.198","-0.198","73.8","7.5",3,3,1,0,0,0,0,0,0,0,2.91167,0.2225,0.52625,0.21792,"92.6",131,33.33333333333333,0,0,5.77,-1.12,-0.12,2.22,0.333,0,"-0.825",0.243,0.272,"0.825",0.09,0.09000000000000002,0.061,0.074,20,"48.9",9.88208519258723,-7.391574190134223,31.413639151554026,0.5555555555555556,35.09272244567937,33.54329355493973
24,668964,"Myers, Tobias",826,2.9,0.5,0,0.5,0.5,0.497,0.446,0.351,2,4,91.8,31.3,2083,88.3,89.29,2,8,16,1,6.79,110,148,119,148,306,325,300,"-0.742","0.742","71.1","7.2",5,4,2,0,0,0,0,0,0,0,1.85542,1.09333,0.29708,-0.09208,"91.0",260,25,0,0,5.81,-0.78,0.03,2.73,0.6,0,"3.091666667",0.48,0.53,"-3.091666667",0.149,0.12,-0.03,0.051,25,"61.4",10.132374579483047,0.5460080034142045,30.14762342823234,0.625,41.19587684628803,29.146714441591936
24,700669,"Graceffo, Gordon",756,3.2,0,0,0,0,0,0.267,0.238,0,5,88.8,8.4,2255,91.4,91.68,4,11,13,0.29999999999999716,6.38,115,148,118,147,302,322,297,"1.558","-1.558","72.8","7.5",5,5,0,0,0,0,0,0,0,0,2.22417,0.51875,0.14625,-0.00958,"92.4",183,20,20,20,6.09,-1.61,-0.08,2.09,0,1,"-6.491666667",0.238,0.383,"6.491666667",-0.238,-0.238,-0.383,-0.267,36.4,"51.9",12.812517053126708,-6.445764018141106,36.93930525000309,0.45454545454545453,34.32299234306977,36.73536051749814
23,664076,"Cleavinger, Garrett",874,2.6,1,2,1,3,1.652,0.736,0.441,3,3,80,8,2430,93.8,93.39,5,11,12,-0.3999999999999915,5.96,106,149,110,145,298,322,294,"-3.721","3.721","73.5","7.3",3,3,1,0,0,2,0,0,0,0,1.99,0.60217,0.74304,-0.17609,"95.3",253,66.66666666666666,66.66666666666666,66.66666666666666,5.23,1.16,-0.01,2.32,1,2,"16.17826087",0.441,1.339,"-16.17826087",0.559,0.5589999999999999,1.661,0.916,45.5,"30.6",5.376354919978675,3.7245903026717886,31.183251543039482,0.3333333333333333,38.10265020041342,26.61291215097439
23,660853,"De Los Santos, Enyel",1118,2.1,0.667,0.333,0.667,1,0.711,0.229,0.24,2,3,78.4,0,2197,92.3,92.27,1,5,18,0,6.33,117,151,117,151,299,325,295,"-0.47","0.47","67.7","7.1",3,3,1,1,0,0,0,0,0,0,1.84739,0.84739,0.4987,0.10217,"90.4",155,33.33333333333333,0,0,5.5,-1.95,0.02,2.33,0.667,0,"2.043478261",0.24,0.284,"-2.043478261",0.427,0.42700000000000005,0.716,0.482,20,"24.2",6.0638013303535985,6.757133219232804,34.372877475999324,0.4,38.14953643784053,26.860234477581283
23,663941,"Beck, Tristan",817,2.8,0,0,0,0,0,0.289,0.301,0,2,56.2,2.5,2294,90.8,91.45,1,4,19,0.7000000000000028,6.79,116,150,118,149,292,321,294,"-0.03","0.03","52.7","7.3",2,2,0,0,0,0,0,0,0,0,2.1287,0.67609,0.16217,-0.20043,"88.0",87,0,0,0,6.03,-2.55,0.13,2.17,0,0,"0.130434783",0.301,0.344,"-0.130434783",-0.301,-0.301,-0.344,-0.289,25,"42.8",5.877415083853794,2.469377655324832,35.70386771633646,0.5,29.21758764086006,27.76994717114114
22,519141,"Pomeranz, Drew",805,2.7,0,0,0,0,0,0.142,0.158,0,1,43.1,31,2613,92.2,91.43,2,9,13,-0.7999999999999972,5.78,107,149,113,151,299,317,300,"0.514","-0.514","70.2","6.7",1,1,0,0,0,0,0,0,0,0,1.46227,1.22318,0.06182,0.02545,"88.0",194,0,0,0,6.22,2.39,0.04,2.78,0,0,"-2.336363636",0.158,0.159,"2.336363636",-0.158,-0.158,-0.159,-0.142,22.2,"39.5",1.5726441199121153,11.329144227926726,32.49743474776002,0.4444444444444444,36.1435462090767,20.979873744238322
22,669711,"Weissert, Greg",1073,2.1,0,0,0,0,0,0.038,0.041,0,2,81.4,13,2355,90.2,89.31,2,7,15,-0.9000000000000057,5.78,113,150,109,150,280,319,296,"0.906","-0.906","69.3","7.5",2,2,0,0,0,0,0,0,0,0,2.43545,0.39227,0.39409,0.21591,"88.0",196,0,0,0,4.95,-2.32,-0.01,2.05,0,0,"-4.118181818",0.041,0.055,"4.118181818",-0.041,-0.041,-0.055,-0.038,28.6,"15.8",10.59737739341926,1.1390501664118307,31.710433177948634,0.42857142857142855,40.511263689378026,26.903826138646696
22,670970,"Morejon, Adrian",1007,2.2,0,0,0,0,0,0.211,0.234,0,3,64.7,-50,2549,93,92.51,2,5,17,-0.5,6.27,114,147,115,146,304,322,297,"-0.677","0.677","72.5","8.0",3,3,0,0,0,0,0,0,0,0,2.26818,0.43429,0.54364,-0.04909,"89.8",7,0,0,0,5.95,2.52,0.1,2.75,0,0,"3.077272727",0.234,0.242,"-3.077272727",-0.234,-0.234,-0.242,-0.211,40,"43.2",12.727824759120344,-3.0955357551170293,33.17521976148297,0.75,38.46496379365148,31.09313004775617
22,672782,"Gómez, Yoendrys",1104,2,1,3,,4,2.037,1.488,0.87,1,1,108.9,21,2523,88,88.73,3,5,17,0.7000000000000028,6.82,116,152,126,150,298,315,293,"-1.338","1.338","71.2","7.2",1,1,0,0,0,1,0,0,0,0,2.49227,0.51,-0.10591,0.28682,"98.5",204,100,100,100,5.56,-1.9,0.16,2.09,1,1,"6.081818182",0.87,2.729,"-6.081818182",0.13,0.13,1.271,0.549,60,"36.2",8.523981779639808,-0.993010318814143,37.696769390836295,0.2,35.38935122270414,29.476438774915326
22,687330,"Kelly, Kevin",592,3.7,0.6,1.2,0.333,1.8,0.991,0.864,0.563,3,5,101.4,10.6,2284,88.1,89.35,1,7,15,1.3000000000000114,7.08,111,149,118,149,302,322,296,"-2.048","2.048","76.4","6.9",5,5,1,0,0,2,0,0,0,0,2.74273,0.22773,0.51955,-0.195,"99.2",268,80,40,40,3.77,-1.7,0.15,2.52,0.6,2,"9.309090909",0.563,1.514,"-9.309090909",0.037,0.03700000000000003,0.286,0.127,14.3,"3.5",1.9636156576082098,8.188427390889657,33.55139320551066,0.42857142857142855,38.40133438504121,27.075797415236227
22,689266,"Dodd, Dylan",536,4.1,0.4,0.2,0.4,0.6,0.427,0.375,0.366,2,5,98,9.4,2052,88.4,88.73,3,12,10,0.29999999999999716,6.46,105,147,116,146,304,324,293,"-0.025","0.025","70.4","7.2",5,5,1,1,0,0,0,0,0,0,2.16864,0.75773,0.39182,-0.24636,"93.7",164,60,0,0,5.94,2.38,-0.06,2.33,0.4,0,"0.113636364",0.366,0.513,"-0.113636364",0.034,0.03400000000000003,0.087,0.052,25,"37.7",11.532075785905137,-0.5859262896206754,31.171932684421773,0.8181818181818182,35.46673719339943,29.717055479713704
22,680755,"Fisher, Braydon",839,2.6,,,,,,,,,,,,2378,87.6,86.29,0,2,20,-1.2999999999999972,5.64,111,150,120,150,295,322,293,"0.053","-0.053","69.6","8.0",,,,,,,,,,,3.13864,-0.10818,-0.165,-0.08591,"88.0",209,,,,6.46,0.11,0.15,2.83,,,"-0.240909091",,,"0.240909091",,,,,0,"48.3",5.834779940491493,-1.950657423568162,33.76023427359638,0.5,38.76085717184233,27.16188984815801
22,676477,"Whitlock, Garrett",1188,1.9,0.667,0.333,0.667,1,0.711,0.81,0.599,2,3,103.4,12,2167,90.5,92.09,1,8,14,1.5999999999999943,7.22,117,149,111,150,290,320,296,"-0.792","0.792","69.7","6.9",3,3,1,1,0,0,0,0,0,0,2.37955,0.44182,0.48227,-0.21682,"94.6",201,100,33.33333333333333,33.33333333333333,5.87,-1.47,0.22,2.64,0.667,1,"3.6",0.599,1.324,"-3.6",0.068,0.06800000000000006,-0.324,-0.099,12.5,"40.5",5.6698497032503115,3.0395583408062223,35.100374456947634,0.5,33.01362234807306,24.792558316792423
22,669438,"Englert, Mason",725,3,0.5,0,0.5,0.5,0.441,0.655,0.688,1,2,107.5,6,2360,86.6,86.45,1,6,16,-0.19999999999998863,6.26,112,149,119,149,301,323,297,"0.419","-0.419","68.5","7.1",2,2,1,0,0,0,0,0,0,0,3.04909,0.06091,0.26682,0.69318,"95.8",62,100,0,0,5.93,-1.33,-0.19,2.22,0.5,0,"-1.904545455",0.688,0.802,"1.904545455",-0.188,-0.18799999999999994,-0.302,-0.214,16.7,"41.8",4.5083219940629435,-6.897407361253028,33.2607484403173,0.6666666666666666,37.109072572491,31.729342423644106
