pitches_out_of_zone,player_id,player_name,total_pitches,pitch_percent,ba,iso,babip,slg,woba,xwoba,xba,hits,abs,launch_speed,launch_angle,spin_rate,velocity,effective_speed,whiffs,swings,takes,eff_min_vel,release_extension,pos3_int_start_distance,pos4_int_start_distance,pos5_int_start_distance,pos6_int_start_distance,pos7_int_start_distance,pos8_int_start_distance,pos9_int_start_distance,pitcher_run_exp,run_exp,bat_speed,swing_length,pa,bip,singles,doubles,triples,hrs,so,k_percent,bb,bb_percent,api_break_z_with_gravity,api_break_z_induced,api_break_x_arm,api_break_x_batter_in,hyper_speed,bbdist,hardhit_percent,barrels_per_bbe_percent,barrels_per_pa_percent,release_pos_z,release_pos_x,plate_x,plate_z,obp,barrels_total,batter_run_value_per_100,xobp,xslg,pitcher_run_value_per_100,xbadiff,xobpdiff,xslgdiff,wobadiff,swing_miss_percent,arm_angle,attack_angle,attack_direction,swing_path_tilt,rate_ideal_attack_angle,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
10,676879,"Ashby, Aaron",1033,1,,,,,,,,,,,,2374,90.4,88.7,1,2,8,-1.7000000000000028,5.28,116,152,126,151,310,330,295,-0.222,0.222,69.7,7.1,,,,,,,,,,,3.038,-0.189,0.376,-0.534,,,,,,6.46,0.39,-0.02,2.98,,,2.22,,,-2.22,,,,,50,50.1,7.312043343190776,7.078525859444591,31.461921007608346,0.5,35.16174772917048,21.9143260016607
10,657585,"Garrett, Reed",979,1,,,,,,,,,,,,2455,93.4,92.71,1,2,8,-0.5999999999999943,6.07,118,151,113,151,301,327,293,-0.075,0.075,54.6,6.9,,,,,,,,,,,2.062,0.584,0.457,0.121,,,,,,5.67,-2.21,0.03,2.69,,,0.75,,,-0.75,,,,,50,33.9,4.591248733165794,-0.23178447174592876,31.98000550440097,0.5,33.96440197904353,31.385621089487856
10,641329,"Baker, Bryan",1102,0.9,,,,,,,,,,,,2302,92.9,93.31,1,1,9,0.3999999999999915,6.4,116,150,123,150,300,325,299,-0.308,0.308,64.3,9.1,,,,,,,,,,,1.593,1.052,0.112,-0.508,,,,,,6.56,-0.81,-0.51,2.85,,,3.08,,,-3.08,,,,,100,53.5,21.696834563593175,-27.895279224376228,33.201522246155065,0,50.3414254075926,41.45574195993973
10,656641,"Latz, Jacob",1388,0.7,1,0,1,1,0.882,0.203,0.225,1,1,56.6,19,2465,84.9,85.13,0,2,8,0.29999999999999716,6.59,109,148,111,145,296,323,292,-0.744,0.744,69.1,7.1,1,1,1,0,0,0,0,0,0,0,2.917,0.33222,0.133,-0.137,88.0,159,0,0,0,5.86,2.03,0.32,2.19,1,0,7.44,0.225,0.225,-7.44,0.775,0.775,0.775,0.679,0,47.8,3.594105876437056,0.5763309387238937,40.5567033727446,0.5,32.984661917906216,26.515277890596828
10,676755,"Mattson, Isaac",778,1.3,,,,,,,,,,,,2339,93.5,94.09,0,0,10,0.5999999999999943,6.74,110,144,106,147,294,310,298,-0.115,0.115,,,,,,,,,,,,,1.039,1.578,0.684,-0.328,,,,,,6.09,-1.33,-0.49,2.99,,,1.15,,,-1.15,,,,,,49.7,,,,,,
10,686973,"Varland, Louis",1066,0.9,,,,,,,,,,,,2327,92.8,93.62,1,3,7,0.7999999999999972,6.89,109,146,105,149,298,326,294,-0.152,0.152,66.4,6.9,,,,,,,,,,,2.242,0.441,0.251,0.077,88.0,206,,,,5.6,-2.94,-0.01,2.57,,,1.52,,,-1.52,,,,,33.3,42.5,11.362663453064986,-1.06224958845743,26.182339671245494,0.3333333333333333,36.22905612335661,30.435704096666285
10,686993,"Sterner, Justin",1093,0.9,,,,,,,,,,,,2543,89.6,89.73,3,4,6,0.10000000000000853,6.5,112,148,124,149,305,327,300,0.017,-0.017,63.8,6.9,,,,,,,,,,,2.076,0.784,0.041,-0.057,,,,,,5.42,-2.97,0.33,2.73,,,-0.17,,,0.17,,,,,75,35.8,9.665857595721892,5.073793913493482,29.75856657367279,0.75,33.49749014091888,29.61439497726643
10,668390,"Winn, Cole",619,1.6,,,,,,,,,,,,2428,93.3,94.09,1,1,9,0.7999999999999972,6.74,106,150,104,150,300,319,295,-0.282,0.282,79.2,8.0,,,,,,,,,,,1.813,0.814,0.416,0.188,,,,,,5.43,-1.81,-0.03,2.2,,,2.82,,,-2.82,,,,,100,37.3,21.12627716339319,-22.353536630195993,38.359005051427374,0,25.449029662970794,34.299834409389106
10,682120,"Herrin, Tim",750,1.3,,,,,,,,,,,,2388,90.8,91.25,1,1,9,0.4000000000000057,6.44,112,150,121,146,299,320,287,-0.212,0.212,69.3,9.3,,,,,,,,,,,2.305,0.489,0.26,0.016,,,,,,5.73,1.89,0.03,2.2,,,2.12,,,-2.12,,,,,100,30.4,32.53869220861037,-40.001686513841406,41.91321927467979,0,35.41238985401979,59.04582750097397
10,680742,"Bowlan, Jonathan",727,1.4,,,,,,,,,,,,2343,88.9,89.45,0,1,9,0.5999999999999943,6.54,112,150,125,151,294,326,298,-0.219,0.219,45.3,7.8,,,,,,,,,,,2.632,0.287,0.066,0.036,88.0,,,,,6.21,-2.57,-0.12,2.52,,,2.19,,,-2.19,,,,,0,42.1,-9.621820216513699,2.2403043587046474,40.813520496618096,0,44.40335348762633,23.96823817738232
10,668964,"Myers, Tobias",826,1.2,0,0,0,0,0.361,0.503,0.159,0,1,98.3,36,1953,85.8,86.76,0,1,9,1,6.82,108,146,118,145,307,326,301,-0.45,0.45,75.4,7.4,2,1,0,0,0,0,0,0,0,0,2.28,0.847,0.266,0.118,98.3,348,100,0,0,5.79,-0.84,-0.02,2.94,0.5,0,4.5,0.58,0.559,-4.5,-0.159,-0.07999999999999996,-0.559,-0.142,0,61.4,8.543923107226092,0.9307155573968098,16.748129247410507,1,47.84099143747014,25.76568941267704
10,571948,"Milner, Hoby",1157,0.9,,,,,,,,,,,,1752,80.1,80.27,0,0,10,0.20000000000000284,6.64,118,152,112,148,299,322,297,-0.379,0.379,,,,,,,,,,,,,3.574,0.03333,-0.703,0.223,,,,,,4.18,4.31,0.6,2.26,,,3.79,,,-3.79,,,,,,-6.3,,,,,,
10,643410,"Leiter Jr., Mark",832,1.2,,,,,,,,,,,,2109,83.8,84.09,0,2,8,0.29999999999999716,6.68,107,150,123,151,294,324,288,-0.175,0.175,71.7,7.4,,,,,,,,,,,3.574,-0.165,0.205,-0.261,88.0,97,,,,5.77,-1.04,-0.19,1.97,,,1.75,,,-1.75,,,,,0,49.9,12.27759849582576,-1.8675207211058193,27.37047266023165,1,28.106653670310152,31.118740031576085
10,657514,"Bernardino, Brennan",834,1.2,,,,,,,,,,,,2280,85.3,83.84,0,0,10,-1.5,5.58,114,150,114,147,283,320,298,-0.344,0.344,,,,,,,,,,,,,3.011,0.171,0.178,-0.24,,,,,,5.08,3.16,-0.84,1.54,,,3.44,,,-3.44,,,,,,17.7,,,,,,
9,678022,"Perkins, Jack",637,1.4,,,,,,,,,,,,2345,93.2,93.01,1,1,8,-0.20000000000000284,6.33,114,151,121,148,306,329,294,-0.25,0.25,31.3,6.9,,,,,,,,,,,1.78556,0.87,0.31667,0.04778,,,,,,5.26,-2.18,0.17,2.6,,,2.777777778,,,-2.777777778,,,,,100,28.7,1.5338140197972165,20.39736517867867,36.616648001568976,0,52.06975041764373,11.765368411983964
9,687377,"Ribalta, Orlando",501,1.8,0,0,0,0,0,0.081,0.081,0,1,72.3,-2,2552,94.1,94.16,2,3,6,0.10000000000000853,6.32,107,149,116,151,304,323,297,-0.434,0.434,70.5,6.8,1,1,0,0,0,0,0,0,0,0,1.56111,1.02667,0.45667,-0.05444,88.0,28,0,0,0,6.47,-1.83,-0.27,3,0,0,4.822222222,0.081,0.103,-4.822222222,-0.081,-0.081,-0.103,-0.081,66.7,39.8,0.37940032140864943,16.50192073951589,31.646199934118147,0.3333333333333333,38.76174163894763,18.87559288464717
9,573124,"Rogers, Taylor",894,1,,,,,,,,,,,,2478,84.2,83.06,0,1,8,-1.1000000000000085,5.69,112,150,118,150,302,328,296,-0.187,0.187,59.7,7.6,,,,,,,,,,,3.05111,0.24778,-0.15444,-0.43,88.0,94,,,,5.65,1.97,-0.65,2.92,,,2.077777778,,,-2.077777778,,,,,0,29.8,17.337882424278675,-30.29986258909374,33.16797426125995,1,24.52456281749967,51.27979391887615
9,657649,"Koenig, Jared",1043,0.9,,,,,,,,,,,,2257,94.1,93.63,1,1,8,-0.5,6.12,103,149,122,150,311,328,301,-0.244,0.244,72.5,7.9,,,,,,,,,,,1.76,0.83778,1.09889,-0.51444,,,,,,6.04,2.12,-0.1,1.77,,,2.711111111,,,-2.711111111,,,,,100,35.1,-0.9717617782922702,6.500702709761979,33.989928562264865,0,45.51975551998126,15.044476302587594
9,670167,"Schreiber, John",1047,0.9,,,,,,,,,,,,2461,90.1,90.63,0,1,8,0.5,6.56,118,151,129,151,299,321,293,-0.194,0.194,82.3,8.3,,,,,,,,,,,2.24889,0.56667,0.13,-0.18333,100.5,47,,,,4.61,-2.65,0.91,2.43,,,2.155555556,,,-2.155555556,,,,,0,12.4,20.522375431192277,-27.473725085392907,33.972945392041694,0,26.605114119014257,51.46544672612187
9,674370,"Bido, Osvaldo",1381,0.7,,,,,,,,,,,,2430,91.3,90.72,2,2,7,-0.5999999999999943,6.26,103,150,117,147,303,324,294,-0.089,0.089,57.8,8.2,,,,,,,,,,,2.02444,0.75333,0.29778,0.15778,,,,,,5.91,-2.32,0.4,2.75,,,0.988888889,,,-0.988888889,,,,,100,33.8,14.72797896345077,-4.793919002019374,30.892998880255455,1,54.41879243423422,27.704069546399104
9,669084,"Hall, DL",588,1.5,0,0,0,0,0,0.035,0.025,0,1,88.5,34,2420,88.1,88.97,1,2,7,0.9000000000000057,6.93,119,150,122,152,307,327,304,0.125,-0.125,70.8,6.5,1,1,0,0,0,0,0,0,0,0,2.64889,0.35,-0.02889,0.12222,88.5,329,0,0,0,5.46,2.64,0.21,1.99,0,0,-1.388888889,0.025,0.058,1.388888889,-0.025,-0.025,-0.058,-0.035,50,43.0,10.239523823366344,4.050780688078763,34.19603359476072,1,27.394950794831388,24.002623576369427
9,663423,"Thornton, Trent",656,1.4,0,0,0,0,0,0.128,0.142,0,1,79.6,-3,2739,86.4,86.04,1,2,7,-0.4000000000000057,6.08,118,148,121,148,293,321,298,0.047,-0.047,65.2,7.3,1,1,0,0,0,0,0,0,0,0,2.91556,0.21333,-0.46667,0.38,88.0,25,0,0,0,5.47,-2.38,0.06,2.92,0,0,-0.522222222,0.142,0.215,0.522222222,-0.142,-0.142,-0.215,-0.128,50,41.2,10.179705587300669,-5.813617881565431,27.91660456470923,0.5,48.07213670308048,35.35123630806174
9,669711,"Weissert, Greg",1069,0.8,,,,,,,,,,,,2416,87.7,86.78,1,1,8,-0.9000000000000057,5.76,116,150,108,149,281,320,298,-0.105,0.105,64.7,8.6,,,,,,,,,,,2.77222,0.21667,0.10556,0.21444,,,,,,4.84,-2.38,0.21,1.47,,,1.166666667,,,-1.166666667,,,,,100,14.4,23.805107984931354,-16.902924737389345,32.431624059121006,0,52.59995287280313,38.3606335906192
9,689147,"Kerkering, Orion",1073,0.8,,,,,,,,,,,,2645,93,92.76,1,1,8,-0.20000000000000284,6.33,111,147,112,148,294,312,286,-0.101,0.101,68.8,8.6,,,,,,,,,,,1.92,0.75667,0.06889,0.00444,,,,,,5.73,-1.57,0.09,1.92,,,1.122222222,,,-1.122222222,,,,,100,31.7,18.58667227994756,-13.814653027963775,21.205877717462283,1,56.0745714438348,35.726647230168226
9,608650,"Enns, Dietrich",741,1.2,0,0,0,0,0,0.08,0.082,0,2,89,22.5,1772,87.5,87.51,3,5,4,0,6.18,105,143,104,142,297,325,300,0.542,-0.542,66.1,7.2,2,2,0,0,0,0,0,0,0,0,2.49889,0.48222,0.22333,0.00778,89.0,109,0,0,0,6.31,1.9,0.06,2.4,0,0,-6.022222222,0.082,0.1,6.022222222,-0.082,-0.082,-0.1,-0.08,60,47.5,8.32034508907844,-4.0410058621663705,33.91323535148717,0.6,30.59478259397112,29.240190822205662
9,669276,"Lee, Dylan",1103,0.8,0,0,0,0,0,0.112,0.125,0,1,70.8,2,2109,87.4,87.28,0,1,8,-0.10000000000000853,6.21,112,152,124,150,302,323,298,-0.054,0.054,,,1,1,0,0,0,0,0,0,0,0,2.24889,0.73667,0.32333,-0.25,88.0,40,0,0,0,6.53,1.81,-0.01,1.1,0,0,0.6,0.125,0.125,-0.6,-0.125,-0.125,-0.125,-0.112,0,45.4,,,,,,
8,680736,"Wrobleski, Justin",1092,0.7,,,,,,,,,,,,2109,92.8,91.73,1,2,6,-1.0999999999999943,5.54,112,152,123,149,299,320,292,-0.14,0.14,55.6,6.5,,,,,,,,,,,1.83375,0.81,0.67375,-0.36125,88.0,4,,,,5.46,2.27,0.55,3.07,,,1.75,,,-1.75,,,,,50,35.6,2.744468611005852,17.85012593948593,33.50451701117441,0.5,36.755743451557784,11.2188683834977
8,519141,"Pomeranz, Drew",800,1,,,,,,,,,,,,2606,91.7,90.99,0,0,8,-0.7000000000000028,5.78,104,149,113,150,299,315,298,-0.285,0.285,,,,,,,,,,,,,1.57625,1.14,0.0425,-0.1725,,,,,,6.24,2.35,0.35,2.76,,,3.5625,,,-3.5625,,,,,,39.3,,,,,,
8,682254,"Montgomery, Mason",859,0.9,,,,,,,,,,,,2447,94.3,95.25,1,2,6,1,6.74,109,152,124,146,305,323,284,-0.126,0.126,71.4,7.8,,,,,,,,,,,1.71625,0.85625,0.3575,-0.37,,,,,,5.79,1.57,-0.79,2.7,,,1.575,,,-1.575,,,,,50,49.7,14.660316444492485,-13.779098259855157,32.69754217414136,1,42.546579125783936,37.29537968952379
8,676130,"Buttó, José",1095,0.7,,,,,,,,,,,,2337,89.5,89.75,0,0,8,0.29999999999999716,6.41,108,149,116,150,293,324,294,-0.285,0.285,,,,,,,,,,,,,2.40875,0.44375,0.5575,-0.3975,,,,,,5.49,-2.1,-0.37,2.31,,,3.5625,,,-3.5625,,,,,,38.7,,,,,,
8,656986,"Sousa, Bennett",728,1.1,,,,,,,,,,,,2220,93.6,93.61,0,0,8,0,6.45,108,148,122,148,303,327,302,-0.282,0.282,,,,,,,,,,,,,1.37375,1.2525,0.30125,-0.36375,,,,,,6.35,1.24,0.76,2.47,,,3.525,,,-3.525,,,,,,51.3,,,,,,
8,621383,"Banks, Tanner",1084,0.7,,,,,,,,,,,,2201,88.7,87.72,0,0,8,-1,5.68,111,150,120,148,300,328,288,-0.286,0.286,,,,,,,,,,,,,2.1675,0.76875,0.29,-0.065,,,,,,6.42,2.63,0.62,2.98,,,3.575,,,-3.575,,,,,,48.5,,,,,,
7,592779,"Stewart, Brock",610,1.1,,,,,,,,,,,,2451,93.2,93.31,0,1,6,0.09999999999999432,6.2,106,144,104,143,298,316,291,-0.084,0.084,66.5,7.5,,,,,,,,,,,2.03143,0.60143,-0.03,-0.54429,88.0,218,,,,5.26,-1.95,0.13,2.89,,,1.2,,,-1.2,,,,,0,23.3,-2.9268079070570576,27.590792567675667,31.0136970757427,0,50.77867447149914,11.774548001253685
7,669422,"Sauer, Matt",512,1.4,,,,,,,,,,,,2069,93.3,93.64,0,1,6,0.29999999999999716,6.47,118,151,134,150,301,322,297,-0.092,0.092,80.0,8.1,,,,,,,,,,,1.78857,0.84714,0.73,0.10429,88.1,6,,,,6,-2.2,-0.67,2.14,,,1.314285714,,,-1.314285714,,,,,0,45.2,18.076353317073746,-22.933654458351505,28.099211666352957,1,30.27154250058081,44.605545361722925
7,642232,"Yarbrough, Ryan",1017,0.7,1,0,1,1,0.882,0.895,0.926,1,1,92,15,1988,81.2,80.86,0,1,6,-0.29999999999999716,6.11,117,150,138,152,289,315,281,-0.657,0.657,63.8,5.9,1,1,1,0,0,0,0,0,0,0,2.96571,0.57857,0.51857,1.07,92.0,222,0,0,0,5.21,3.21,0.74,2.04,1,0,9.385714286,0.926,1.091,-9.385714286,0.074,0.07399999999999995,-0.091,-0.013,0,15.6,6.850538730679681,-2.4736170145491703,27.684586093667455,1,26.385351193309738,24.87975982228688
7,674444,"Cruz, Steven",642,1.1,,,,,,,,,,,,2300,95.8,96.29,1,1,6,0.5,6.66,124,150,120,152,287,319,296,-0.158,0.158,30.7,5.7,,,,,,,,,,,1.43,1.07143,0.40429,-0.41286,,,,,,5.66,-3.23,0.03,2.28,,,2.257142857,,,-2.257142857,,,,,100,32.0,-5.910839965114954,27.444945294835982,30.012853588736395,0,54.874995110562146,13.693341044138556
7,683627,"Molina, Anthony",608,1.2,,,,,,,,,,,,2099,93.1,93.73,0,1,6,0.6000000000000085,6.39,124,150,124,150,301,331,305,-0.164,0.164,67.6,7.9,,,,,,,,,,,1.6,1.01571,0.65571,-0.28714,88.0,3,,,,6.1,-1.57,-0.3,1.77,,,2.342857143,,,-2.342857143,,,,,0,47.8,21.106142543098382,-18.880104327697598,32.79744752812469,0,38.0149082708523,38.852815735998085
7,660853,"De Los Santos, Enyel",1105,0.6,,,,,,,,,,,,2134,91.9,91.96,0,0,7,0.09999999999999432,6.37,123,151,115,152,297,326,296,-0.247,0.247,,,,,,,,,,,,,1.86,0.85714,0.46429,-0.03571,,,,,,5.46,-1.99,-0.12,2.51,,,3.528571429,,,-3.528571429,,,,,,24.7,,,,,,
7,593576,"Neris, Héctor",548,1.3,,,,,,,,,,,,1858,86.5,85.57,1,1,6,-0.9000000000000057,6.07,111,151,121,151,300,330,295,-0.174,0.174,69.5,8.8,,,,,,,,,,,2.52,0.59714,0.9,0.57143,,,,,,6.14,-1.43,1.15,1.54,,,2.485714286,,,-2.485714286,,,,,100,39.8,29.360931117458826,-24.040164883466783,38.25817264438801,0,42.56548497800189,45.291615527344874
7,642397,"Soto, Gregory",1031,0.7,,,,,,,,,,,,2404,93.2,93.23,0,0,7,0,6.49,115,150,117,149,296,322,292,-0.172,0.172,,,,,,,,,,,,,2.16286,0.52143,0.88714,-0.02714,,,,,,5.55,1.96,-0.19,2.06,,,2.457142857,,,-2.457142857,,,,,,32.6,,,,,,
7,687330,"Kelly, Kevin",588,1.2,,,,,,,,,,,,2315,87.3,88.63,0,0,7,1.2999999999999972,7.09,107,150,118,149,302,322,293,-0.27,0.27,,,,,,,,,,,,,2.96429,0.07,0.35429,-0.49714,,,,,,3.76,-1.68,0.26,2.31,,,3.857142857,,,-3.857142857,,,,,,3.6,,,,,,
7,663893,"Little, Brendon",1240,0.6,,,,,,,,,,,,1847,90.7,89.13,2,2,5,-1.6000000000000085,5.63,116,147,108,149,289,317,296,-0.068,0.068,73.7,8.3,,,,,,,,,,,3.11143,-0.3,0.76833,0.375,88.0,,,,,6,1.88,0.03,1.47,,,0.971428571,,,-0.971428571,,,,,100,32.6,22.293457739287895,-13.13148287037313,37.50375197333774,0,43.46448271076298,43.72234783092536
7,656457,"Gilbert, Tyler",839,0.8,1,0,1,1,0.882,0.252,0.28,1,1,75.5,9,2150,84.6,84,0,1,6,-0.5999999999999943,5.99,115,152,121,149,295,319,297,-0.477,0.477,67.4,8.3,1,1,1,0,0,0,0,0,0,0,2.95143,0.27286,0.10143,-0.61,88.0,103,0,0,0,5.04,3.14,-0.31,1.97,1,0,6.814285714,0.28,0.28,-6.814285714,0.72,0.72,0.72,0.63,0,13.1,17.41112604350697,-16.06578644926224,44.395443574139634,1,37.697378640534005,34.7943659648663
7,623474,"Herget, Jimmy",1282,0.5,,,,,,,,,,,,2596,85.6,84.33,0,0,7,-1.2999999999999972,5.09,119,150,120,149,296,332,303,-0.187,0.187,,,,,,,,,,,,,2.82857,0.26,0.14,-0.57143,,,,,,5.14,-2.46,-0.34,2.09,,,2.671428571,,,-2.671428571,,,,,,5.5,,,,,,
7,676477,"Whitlock, Garrett",1180,0.6,,,,,,,,,,,,2174,89.7,91.17,0,0,7,1.5,7.24,121,150,104,150,292,321,291,-0.177,0.177,,,,,,,,,,,,,2.56286,0.31286,0.52857,-0.4,,,,,,5.89,-1.65,0.34,2.41,,,2.528571429,,,-2.528571429,,,,,,40.4,,,,,,
7,683769,"Gaddis, Hunter",1049,0.7,,,,,,,,,,,,2305,93.1,94.16,1,2,5,1.1000000000000085,6.87,111,146,108,149,293,317,298,-0.087,0.087,39.3,4.6,,,,,,,,,,,1.62857,1,0.12,-0.41429,88.0,,,,,6.3,-2.04,0.4,3.09,,,1.242857143,,,-1.242857143,,,,,50,37.7,43.0347464618509,-47.24820588287336,38.901321826054925,0.5,44.01120902736295,25.195776849477227
7,669194,"Nelson, Ryne",2466,0.3,,,,,,,,,,,,2262,91.6,92.5,1,1,6,0.9000000000000057,6.9,110,148,117,150,299,320,298,-0.1,0.1,70.9,6.6,,,,,,,,,,,1.80571,0.95286,-0.03714,0.08,,,,,,6.1,-1.3,0.04,2.85,,,1.428571429,,,-1.428571429,,,,,100,52.2,12.736463959600679,3.869626711147773,23.361276461530284,1,37.518278550979375,26.98231818385391
7,689254,"Fluharty, Mason",859,0.8,,,,,,,,,,,,2721,85,85.4,0,0,7,0.4000000000000057,6.69,108,150,115,148,292,318,287,-0.186,0.186,,,,,,,,,,,,,2.64429,0.56429,-0.94143,0.17286,,,,,,5.62,3.51,0.07,2.6,,,2.657142857,,,-2.657142857,,,,,,30.8,,,,,,
7,668933,"Ashcraft, Graham",1039,0.7,,,,,,,,,,,,2651,94.9,93.64,0,0,7,-1.3000000000000114,5.36,117,143,110,143,293,320,284,-0.224,0.224,,,,,,,,,,,,,2.05857,0.47286,-0.41857,0.00143,,,,,,6.62,0.09,0.8,2.65,,,3.2,,,-3.2,,,,,,56.8,,,,,,
7,641401,"Brogdon, Connor",840,0.8,,,,,,,,,,,,2212,91.9,92.91,0,0,7,1,7.1,113,147,115,152,308,333,308,-0.269,0.269,,,,,,,,,,,,,1.66429,1.07857,0.66857,-0.40286,,,,,,5.75,-2.81,-0.72,2.71,,,3.842857143,,,-3.842857143,,,,,,31.8,,,,,,
6,666661,"Morillo, Juan",617,1,,,,,,,,,,,,2287,95.3,95.17,0,0,6,-0.09999999999999432,6.35,113,148,115,150,299,315,288,-0.155,0.155,,,,,,,,,,,,,1.56167,0.98167,0.38333,0.11,,,,,,5.76,-1.62,-0.34,3.34,,,2.583333333,,,-2.583333333,,,,,,45.0,,,,,,
6,471911,"Carrasco, Carlos",779,0.8,,,,,,,,,,,,2176,90.6,92.62,0,0,6,2.0999999999999943,6.86,115,146,127,153,281,319,293,-0.224,0.224,,,,,,,,,,,,,1.85,0.94167,0.50667,-0.50667,,,,,,5.93,-1.16,-0.33,2.69,,,3.733333333,,,-3.733333333,,,,,,35.9,,,,,,
6,663947,"Holton, Tyler",1158,0.5,,,,,,,,,,,,2347,89.3,89.65,0,0,6,0.4000000000000057,6.62,116,151,115,151,287,326,297,-0.184,0.184,,,,,,,,,,,,,2.25833,0.635,0.54833,0.975,,,,,,5.88,1.55,0.16,1.74,,,3.066666667,,,-3.066666667,,,,,,41.5,,,,,,
6,693312,"Nicolas, Kyle",652,0.9,0,0,0,0,0,0.294,0.244,0,2,88.8,42.5,2381,95.7,96.78,0,2,4,1.0999999999999943,7.13,87,146,118,145,302,312,292,0.383,-0.383,70.7,6.9,2,2,0,0,0,0,0,0,0,0,1.50167,1.01667,0.41333,-0.09,96.7,247,50,0,0,6.06,-1.39,0.42,1.68,0,0,-6.383333333,0.244,0.462,6.383333333,-0.244,-0.244,-0.462,-0.294,0,47.2,12.243068293887472,4.520301102479894,19.154395739161174,1,40.73950745110934,30.25123156604799
6,669920,"Alexander, Jason",1252,0.5,1,1,1,2,1.252,0.941,0.944,1,1,104.4,11,2145,86.5,86.72,1,2,4,0.20000000000000284,6.57,115,150,117,147,297,316,291,-0.683,0.683,74.5,8.9,1,1,0,1,0,0,0,0,0,0,3.15333,-0.054,0.58167,0.54167,104.4,236,100,0,0,5.28,-1.81,0.18,2.35,1,0,11.383333333,0.944,1.208,-11.383333333,0.056,0.05600000000000005,0.792,0.311,50,16.5,26.299940426657724,-33.245364778936484,30.250300821924235,0,49.34763860510611,47.176174841446894
6,669387,"Mlodzinski, Carmen",1647,0.4,,,,,,,,,,,,2300,93.1,93.2,0,0,6,0.20000000000000284,6.45,114,149,116,152,295,308,292,-0.236,0.236,,,,,,,,,,,,,2.01333,0.64333,0.495,-0.43167,,,,,,5.36,-2.48,0.71,1.64,,,3.933333333,,,-3.933333333,,,,,,33.4,,,,,,
6,663399,"Waddell, Brandon",512,1.2,,,,,,,,,,,,2527,80.3,79.58,0,0,6,-0.7000000000000028,6.05,115,150,120,152,296,326,296,-0.024,0.024,,,,,,,,,,,,,3.33833,0.25667,-1.105,-0.74833,,,,,,5.83,2.87,-0.82,1.69,,,0.4,,,-0.4,,,,,,37.9,,,,,,
6,678226,"Hernández, Daysbel",717,0.8,0,0,0,0,0,0.04,0.044,0,1,74.3,-28,2552,92.1,91.53,0,1,5,-0.5999999999999943,5.88,115,150,112,148,305,319,293,0.148,-0.148,74.6,7.9,1,1,0,0,0,0,0,0,0,0,2.19167,0.50667,0.07667,0.23333,88.0,2,0,0,0,5.88,-1.47,-0.2,2.53,0,0,-2.466666667,0.044,0.066,2.466666667,-0.044,-0.044,-0.066,-0.04,0,41.7,5.852283724280175,-7.523603800351059,32.03245796230054,1,45.08509797049287,31.165475503677513
6,693313,"Seymour, Carson",621,1,,,,,,,,,,,,2262,93.7,94.32,0,1,5,0.5999999999999943,6.6,116,147,117,150,291,325,300,-0.068,0.068,83.9,7.8,,,,,,,,,,,2.19667,0.40333,0.56167,-0.145,88.0,237,,,,5.99,-1.95,0.19,2.19,,,1.133333333,,,-1.133333333,,,,,0,41.2,3.7732596891286474,10.898853955928496,41.25469913481123,0,38.694829780106694,31.49483303172522
6,676508,"Casparius, Ben",1262,0.5,,,,,,,,,,,,2718,89.3,88.22,0,0,6,-1.0999999999999943,5.68,116,149,130,151,294,317,293,-0.205,0.205,,,,,,,,,,,,,2.24333,0.655,-0.52333,-0.53333,,,,,,6.21,-0.85,-0.26,2.36,,,3.416666667,,,-3.416666667,,,,,,45.4,,,,,,
6,669438,"Englert, Mason",724,0.8,,,,,,,,,,,,2200,87.6,87.5,1,1,5,-0.09999999999999432,6.3,112,150,125,149,302,325,295,-0.078,0.078,80.1,8.7,,,,,,,,,,,2.92333,0.10167,0.51167,0.91833,,,,,,5.93,-1.28,-0.43,1.8,,,1.3,,,-1.3,,,,,100,43.3,19.82747345186191,-21.111394970549583,37.13675637626433,1,42.45136525017112,32.29982515298947
6,681676,"Fernandez, Ryan",524,1.1,,,,,,,,,,,,2305,93.1,93.32,0,0,6,0.20000000000000284,6.45,110,148,106,150,307,322,300,-0.233,0.233,,,,,,,,,,,,,1.44667,1.18833,0.33167,-0.195,,,,,,5.88,-1.71,-0.01,2.52,,,3.883333333,,,-3.883333333,,,,,,58.7,,,,,,
6,683409,"Chivilli, Angel",1022,0.6,,,,,,,,,,,,2300,94.7,95.03,0,2,4,0.29999999999999716,6.17,107,151,121,145,308,337,305,-0.064,0.064,46.0,5.4,,,,,,,,,,,1.89333,0.62833,0.65333,0.32667,88.0,191,,,,5.87,-1.46,-0.22,2.89,,,1.066666667,,,-1.066666667,,,,,0,35.0,-5.2330191196397635,33.85353844683819,35.51153931457911,0.5,25.833740570259344,11.273948440462508
5,676282,"Cantillo, Joey",1637,0.3,,,,,,,,,,,,1874,81,82.58,3,3,2,1.5999999999999943,7.38,117,152,130,149,292,320,300,0.043,-0.043,51.7,7.5,,,,,,,,,,,3.106,0.428,0.246,-0.426,,,,,,5.85,0.47,0.36,2.26,,,-0.86,,,0.86,,,,,100,54.2,23.12477273917183,-17.91810392234332,25.624604535279737,0.3333333333333333,48.26368912185111,43.94227567140908
